,state,county,candidate,party,total_votes,won,lat,lng,population,density
1349,Maine,Kittery,Joe Biden,DEM,4418,True,,,,
1350,Maine,Lebanon,Donald Trump,REP,2178,True,,,,
1351,Maine,Limerick,Donald Trump,REP,948,True,,,,
1352,Maine,Limington,Donald Trump,REP,1357,True,,,,
1353,Maine,Lyman,Donald Trump,REP,1537,True,,,,
1354,Maine,Newfield,Donald Trump,REP,575,True,,,,
1355,Maine,North Berwick,Donald Trump,REP,1557,True,,,,
1356,Maine,Ogunquit,Joe Biden,DEM,731,True,,,,
1357,Maine,Old Orchrd Bch,Joe Biden,DEM,3708,True,,,,
1358,Maine,Parsonsfield,Donald Trump,REP,564,True,,,,
1359,Maine,Saco,Joe Biden,DEM,7794,True,,,,
1360,Maine,Sanford,Joe Biden,DEM,5392,True,,,,
1361,Maine,Shapleigh,Donald Trump,REP,1034,True,,,,
1362,Maine,South Berwick,Joe Biden,DEM,2748,True,,,,
1363,Maine,Waterboro,Donald Trump,REP,2471,True,,,,
1364,Maine,Wells,Joe Biden,DEM,4465,True,,,,
1365,Maine,York,Joe Biden,DEM,6117,True,43.4673,-70.4511,21502.0,275.0
1366,Maryland,Allegany,Donald Trump,REP,20886,True,39.6515,-78.7584,19495.0,748.0
1367,Maryland,Anne Arundel,Joe Biden,DEM,172823,True,39.156,-76.6071,69649.0,1553.0
1368,Maryland,Baltimore,Joe Biden,DEM,258409,True,39.3051,-76.6144,2270087.0,2872.0
1369,Maryland,Calvert,Donald Trump,REP,25346,True,38.3574,-76.4147,9579.0,856.0
1370,Maryland,Caroline,Donald Trump,REP,10283,True,38.877,-75.8264,4488.0,328.0
1371,Maryland,Carroll,Donald Trump,REP,60218,True,39.4041,-76.9528,70639.0,296.0
1372,Maryland,Cecil,Donald Trump,REP,29439,True,39.6066,-75.8209,15653.0,680.0
1373,Maryland,Charles,Joe Biden,DEM,62171,True,38.6085,-76.9194,120707.0,827.0
1374,Maryland,Dorchester,Donald Trump,REP,8764,True,38.5515,-76.0787,12300.0,446.0
1375,Maryland,Frederick,Joe Biden,DEM,77675,True,39.4337,-77.4141,158866.0,1158.0
1376,Maryland,Garrett,Donald Trump,REP,12002,True,39.4165,-79.4022,2099.0,298.0
1377,Maryland,Harford,Donald Trump,REP,80930,True,39.5022,-76.3113,222834.0,998.0
1378,Maryland,Howard,Joe Biden,DEM,129433,True,39.2004,-76.859,105412.0,1274.0
1379,Maryland,Kent,Joe Biden,DEM,5329,True,39.2182,-76.0714,5073.0,671.0
1380,Maryland,Montgomery,Joe Biden,DEM,419569,True,39.1755,-77.2643,89529.0,2029.0
1381,Maryland,Prince George's,Joe Biden,DEM,379208,True,38.9549,-76.7406,58158.0,1098.0
1382,Maryland,Queen Anne's,Donald Trump,REP,18741,True,38.9745,-76.3184,8145.0,488.0
1383,Maryland,St. Mary's,Donald Trump,REP,30826,True,38.2969,-76.4949,14730.0,442.0
1384,Maryland,Somerset,Donald Trump,REP,5739,True,38.2054,-75.697,3525.0,815.0
1385,Maryland,Talbot,Joe Biden,DEM,11062,True,38.776,-76.0701,16589.0,558.0
1386,Maryland,Washington,Donald Trump,REP,40224,True,39.6401,-77.7217,194602.0,1270.0
1387,Maryland,Wicomico,Donald Trump,REP,22944,True,38.3756,-75.5865,108982.0,920.0
1388,Maryland,Worcester,Donald Trump,REP,18571,True,38.3851,-75.1487,12950.0,772.0
1389,Maryland,Baltimore city,Joe Biden,DEM,207260,True,,,,
1390,Massachusetts,Barnstable,Joe Biden,DEM,16491,True,41.6692,-70.2005,10598.0,588.0
1391,Massachusetts,Bourne,Joe Biden,DEM,6527,True,,,,
1392,Massachusetts,Brewster,Joe Biden,DEM,4940,True,,,,
1393,Massachusetts,Chatham,Joe Biden,DEM,3107,True,,,,
1394,Massachusetts,Dennis,Joe Biden,DEM,6181,True,,,,
1395,Massachusetts,Eastham,Joe Biden,DEM,2864,True,,,,
1396,Massachusetts,Falmouth,Joe Biden,DEM,14134,True,,,,
1397,Massachusetts,Harwich,Joe Biden,DEM,5833,True,,,,
1398,Massachusetts,Mashpee,Joe Biden,DEM,5982,True,,,,
1399,Massachusetts,Orleans,Joe Biden,DEM,3288,True,,,,
1400,Massachusetts,Provincetown,Joe Biden,DEM,2402,True,,,,
1401,Massachusetts,Sandwich,Joe Biden,DEM,7739,True,,,,
1402,Massachusetts,Truro,Joe Biden,DEM,1386,True,,,,
1403,Massachusetts,Wellfleet,Joe Biden,DEM,1971,True,,,,
1404,Massachusetts,Yarmouth,Joe Biden,DEM,9149,True,,,,
1405,Massachusetts,Adams,Joe Biden,DEM,2894,True,,,,
1406,Massachusetts,Alford,Joe Biden,DEM,271,True,,,,
1407,Massachusetts,Becket,Joe Biden,DEM,757,True,,,,
1408,Massachusetts,Cheshire,Joe Biden,DEM,1124,True,,,,
1409,Massachusetts,Clarksburg,Joe Biden,DEM,583,True,,,,
1410,Massachusetts,Dalton,Joe Biden,DEM,2682,True,,,,
1411,Massachusetts,Egremont,Joe Biden,DEM,783,True,,,,
1412,Massachusetts,Florida,Joe Biden,DEM,209,True,,,,
1413,Massachusetts,Great Barrington,Joe Biden,DEM,3368,True,,,,
1414,Massachusetts,Hancock,Joe Biden,DEM,257,True,,,,
1415,Massachusetts,Hinsdale,Joe Biden,DEM,771,True,,,,
1416,Massachusetts,Lanesborough,Joe Biden,DEM,1237,True,,,,
1417,Massachusetts,Lee,Joe Biden,DEM,2415,True,,,,
1418,Massachusetts,Lenox,Joe Biden,DEM,2701,True,,,,
1419,Massachusetts,Monterey,Joe Biden,DEM,481,True,,,,
1420,Massachusetts,Mount Washington,Joe Biden,DEM,102,True,,,,
1421,Massachusetts,New Ashford,Joe Biden,DEM,98,True,,,,
1422,Massachusetts,New Marlborough,Joe Biden,DEM,678,True,,,,
1423,Massachusetts,North Adams,Joe Biden,DEM,4216,True,,,,
1424,Massachusetts,Otis,Joe Biden,DEM,550,True,,,,
1425,Massachusetts,Peru,Joe Biden,DEM,299,True,,,,
1426,Massachusetts,Pittsfield,Joe Biden,DEM,16404,True,,,,
1427,Massachusetts,Richmond,Joe Biden,DEM,828,True,,,,
1428,Massachusetts,Sandisfield,Joe Biden,DEM,306,True,,,,
1429,Massachusetts,Savoy,Joe Biden,DEM,226,True,,,,
1430,Massachusetts,Sheffield,Joe Biden,DEM,1542,True,,,,
1431,Massachusetts,Stockbridge,Joe Biden,DEM,1099,True,,,,
1432,Massachusetts,Tyringham,Joe Biden,DEM,234,True,,,,
1433,Massachusetts,Washington,Joe Biden,DEM,240,True,,,,
1434,Massachusetts,West Stockbridge,Joe Biden,DEM,784,True,,,,
1435,Massachusetts,Williamstown,Joe Biden,DEM,3196,True,,,,
1436,Massachusetts,Windsor,Joe Biden,DEM,370,True,,,,
1437,Massachusetts,Acushnet,Donald Trump,REP,3290,True,,,,
1438,Massachusetts,Attleboro,Joe Biden,DEM,13661,True,,,,
1439,Massachusetts,Berkley,Donald Trump,REP,2251,True,,,,
1440,Massachusetts,Dartmouth,Joe Biden,DEM,9792,True,,,,
1441,Massachusetts,Dighton,Donald Trump,REP,2473,True,,,,
1442,Massachusetts,Easton,Joe Biden,DEM,8715,True,,,,
1443,Massachusetts,Fairhaven,Joe Biden,DEM,5093,True,,,,
1444,Massachusetts,Fall River,Joe Biden,DEM,17459,True,,,,
1445,Massachusetts,Freetown,Donald Trump,REP,2906,True,,,,
1446,Massachusetts,Mansfield,Joe Biden,DEM,9024,True,,,,
1447,Massachusetts,New Bedford,Joe Biden,DEM,21267,True,,,,
1448,Massachusetts,North Attleborough,Joe Biden,DEM,9724,True,,,,
1449,Massachusetts,Norton,Joe Biden,DEM,5918,True,,,,
1450,Massachusetts,Raynham,Joe Biden,DEM,4372,True,,,,
1451,Massachusetts,Rehoboth,Donald Trump,REP,4076,True,,,,
1452,Massachusetts,Seekonk,Joe Biden,DEM,4786,True,,,,
1453,Massachusetts,Somerset,Joe Biden,DEM,5815,True,,,,
1454,Massachusetts,Swansea,Donald Trump,REP,5123,True,,,,
1455,Massachusetts,Taunton,Joe Biden,DEM,14996,True,,,,
1456,Massachusetts,Westport,Joe Biden,DEM,5319,True,,,,
1457,Massachusetts,Aquinnah,Joe Biden,DEM,311,True,,,,
1458,Massachusetts,Chilmark,Joe Biden,DEM,796,True,,,,
1459,Massachusetts,Edgartown,Joe Biden,DEM,2185,True,,,,
1460,Massachusetts,Gosnold,Joe Biden,DEM,56,True,,,,
1461,Massachusetts,Oak Bluffs,Joe Biden,DEM,2420,True,,,,
1462,Massachusetts,Tisbury,Joe Biden,DEM,2225,True,,,,
1463,Massachusetts,West Tisbury,Joe Biden,DEM,1921,True,,,,
1464,Massachusetts,Amesbury,Joe Biden,DEM,6786,True,,,,
1465,Massachusetts,Andover,Joe Biden,DEM,14503,True,,,,
1466,Massachusetts,Beverly,Joe Biden,DEM,16703,True,,,,
1467,Massachusetts,Boxford,Joe Biden,DEM,3117,True,,,,
1468,Massachusetts,Danvers,Joe Biden,DEM,9833,True,,,,
1469,Massachusetts,Essex,Joe Biden,DEM,1650,True,42.4781,-70.9664,94201.0,3386.0
1470,Massachusetts,Georgetown,Joe Biden,DEM,3051,True,,,,
1471,Massachusetts,Gloucester,Joe Biden,DEM,12138,True,,,,
1472,Massachusetts,Groveland,Joe Biden,DEM,2421,True,,,,
1473,Massachusetts,Hamilton,Joe Biden,DEM,3364,True,,,,
1474,Massachusetts,Haverhill,Joe Biden,DEM,19020,True,,,,
1475,Massachusetts,Ipswich,Joe Biden,DEM,6273,True,,,,
1476,Massachusetts,Lawrence,Joe Biden,DEM,17023,True,,,,
1477,Massachusetts,Lynn,Joe Biden,DEM,24662,True,,,,
1478,Massachusetts,Lynnfield,Joe Biden,DEM,4213,True,,,,
1479,Massachusetts,Manchester,Joe Biden,DEM,2712,True,,,,
1480,Massachusetts,Marblehead,Joe Biden,DEM,10128,True,,,,
1481,Massachusetts,Merrimac,Joe Biden,DEM,2549,True,,,,
1482,Massachusetts,Methuen,Joe Biden,DEM,14328,True,,,,
1483,Massachusetts,Middleton,Donald Trump,REP,2966,True,,,,
1484,Massachusetts,Nahant,Joe Biden,DEM,1629,True,,,,
1485,Massachusetts,Newbury,Joe Biden,DEM,3138,True,,,,
1486,Massachusetts,Newburyport,Joe Biden,DEM,9224,True,,,,
1487,Massachusetts,North Andover,Joe Biden,DEM,11022,True,,,,
1488,Massachusetts,Peabody,Joe Biden,DEM,16860,True,,,,
1489,Massachusetts,Rockport,Joe Biden,DEM,3861,True,,,,
1490,Massachusetts,Rowley,Joe Biden,DEM,2180,True,,,,
1491,Massachusetts,Salem,Joe Biden,DEM,18023,True,,,,
1492,Massachusetts,Salisbury,Joe Biden,DEM,2845,True,,,,
1493,Massachusetts,Saugus,Joe Biden,DEM,8001,True,,,,
1494,Massachusetts,Swampscott,Joe Biden,DEM,6845,True,,,,
1495,Massachusetts,Topsfield,Joe Biden,DEM,2460,True,,,,
1496,Massachusetts,Wenham,Joe Biden,DEM,1761,True,,,,
1497,Massachusetts,West Newbury,Joe Biden,DEM,2111,True,,,,
1498,Massachusetts,Ashfield,Joe Biden,DEM,993,True,,,,
1499,Massachusetts,Bernardston,Joe Biden,DEM,916,True,,,,
1500,Massachusetts,Buckland,Joe Biden,DEM,889,True,,,,
1501,Massachusetts,Charlemont,Joe Biden,DEM,492,True,,,,
1502,Massachusetts,Colrain,Joe Biden,DEM,667,True,,,,
1503,Massachusetts,Conway,Joe Biden,DEM,989,True,,,,
1504,Massachusetts,Deerfield,Joe Biden,DEM,2425,True,,,,
1505,Massachusetts,Erving,Joe Biden,DEM,550,True,,,,
1506,Massachusetts,Gill,Joe Biden,DEM,679,True,,,,
1507,Massachusetts,Greenfield,Joe Biden,DEM,6883,True,,,,
1508,Massachusetts,Hawley,Joe Biden,DEM,155,True,,,,
1509,Massachusetts,Heath,Joe Biden,DEM,294,True,,,,
1510,Massachusetts,Leverett,Joe Biden,DEM,1193,True,,,,
1511,Massachusetts,Leyden,Joe Biden,DEM,330,True,,,,
1512,Massachusetts,Monroe,Donald Trump,REP,31,True,,,,
1513,Massachusetts,Montague,Joe Biden,DEM,3520,True,,,,
1514,Massachusetts,New Salem,Joe Biden,DEM,419,True,,,,
1515,Massachusetts,Northfield,Joe Biden,DEM,1211,True,,,,
1516,Massachusetts,Orange,Joe Biden,DEM,1984,True,,,,
1517,Massachusetts,Rowe,Joe Biden,DEM,152,True,,,,
1518,Massachusetts,Shelburne,Joe Biden,DEM,927,True,,,,
1519,Massachusetts,Shutesbury,Joe Biden,DEM,1154,True,,,,
1520,Massachusetts,Sunderland,Joe Biden,DEM,1605,True,,,,
1521,Massachusetts,Warwick,Joe Biden,DEM,343,True,,,,
1522,Massachusetts,Wendell,Joe Biden,DEM,487,True,,,,
1523,Massachusetts,Whately,Joe Biden,DEM,745,True,,,,
1524,Massachusetts,Agawam,Donald Trump,REP,8073,True,,,,
1525,Massachusetts,Blandford,Donald Trump,REP,454,True,,,,
1526,Massachusetts,Brimfield,Donald Trump,REP,1193,True,,,,
1527,Massachusetts,Chester,Donald Trump,REP,415,True,,,,
1528,Massachusetts,Chicopee,Joe Biden,DEM,14502,True,,,,
1529,Massachusetts,East Longmeadow,Joe Biden,DEM,5295,True,,,,
1530,Massachusetts,Granville,Donald Trump,REP,565,True,,,,
1531,Massachusetts,Hampden,Donald Trump,REP,1713,True,42.1155,-72.5395,615728.0,1861.0
1532,Massachusetts,Holland,Donald Trump,REP,793,True,,,,
1533,Massachusetts,Holyoke,Joe Biden,DEM,11152,True,,,,
1534,Massachusetts,Longmeadow,Joe Biden,DEM,6679,True,,,,
1535,Massachusetts,Ludlow,Donald Trump,REP,5695,True,,,,
1536,Massachusetts,Monson,Donald Trump,REP,2588,True,,,,
1537,Massachusetts,Montgomery,Donald Trump,REP,312,True,,,,
1538,Massachusetts,Palmer,Donald Trump,REP,3240,True,,,,
1539,Massachusetts,Russell,Donald Trump,REP,512,True,,,,
1540,Massachusetts,Southwick,Donald Trump,REP,3221,True,,,,
1541,Massachusetts,Springfield,Joe Biden,DEM,39361,True,,,,
1542,Massachusetts,Tolland,Donald Trump,REP,186,True,,,,
1543,Massachusetts,Wales,Donald Trump,REP,619,True,,,,
1544,Massachusetts,Westfield,Joe Biden,DEM,10200,True,,,,
1545,Massachusetts,West Springfield,Joe Biden,DEM,7157,True,,,,
1546,Massachusetts,Wilbraham,Joe Biden,DEM,4928,True,,,,
1547,Massachusetts,Amherst,Joe Biden,DEM,10718,True,,,,
1548,Massachusetts,Belchertown,Joe Biden,DEM,5893,True,,,,
1549,Massachusetts,Chesterfield,Joe Biden,DEM,510,True,,,,
1550,Massachusetts,Cummington,Joe Biden,DEM,413,True,,,,
1551,Massachusetts,Easthampton,Joe Biden,DEM,7796,True,,,,
1552,Massachusetts,Goshen,Joe Biden,DEM,418,True,,,,
1553,Massachusetts,Granby,Joe Biden,DEM,2055,True,,,,
1554,Massachusetts,Hadley,Joe Biden,DEM,2476,True,,,,
1555,Massachusetts,Hatfield,Joe Biden,DEM,1578,True,,,,
1556,Massachusetts,Huntington,Donald Trump,REP,593,True,,,,
1557,Massachusetts,Middlefield,Joe Biden,DEM,199,True,,,,
1558,Massachusetts,Northampton,Joe Biden,DEM,15649,True,,,,
1559,Massachusetts,Pelham,Joe Biden,DEM,819,True,,,,
1560,Massachusetts,Plainfield,Joe Biden,DEM,316,True,,,,
1561,Massachusetts,Southampton,Joe Biden,DEM,2231,True,,,,
1562,Massachusetts,South Hadley,Joe Biden,DEM,6590,True,,,,
1563,Massachusetts,Ware,Donald Trump,REP,2444,True,,,,
1564,Massachusetts,Westhampton,Joe Biden,DEM,746,True,,,,
1565,Massachusetts,Williamsburg,Joe Biden,DEM,1446,True,,,,
1566,Massachusetts,Worthington,Joe Biden,DEM,571,True,,,,
1567,Massachusetts,Acton,Joe Biden,DEM,11105,True,,,,
1568,Massachusetts,Arlington,Joe Biden,DEM,23671,True,,,,
1569,Massachusetts,Ashby,Donald Trump,REP,1008,True,,,,
1570,Massachusetts,Ashland,Joe Biden,DEM,7308,True,,,,
1571,Massachusetts,Ayer,Joe Biden,DEM,2932,True,,,,
1572,Massachusetts,Bedford,Joe Biden,DEM,6452,True,,,,
1573,Massachusetts,Belmont,Joe Biden,DEM,11999,True,,,,
1574,Massachusetts,Billerica,Joe Biden,DEM,13328,True,,,,
1575,Massachusetts,Boxborough,Joe Biden,DEM,2526,True,,,,
1576,Massachusetts,Burlington,Joe Biden,DEM,9447,True,,,,
1577,Massachusetts,Cambridge,Joe Biden,DEM,50233,True,,,,
1578,Massachusetts,Carlisle,Joe Biden,DEM,2772,True,,,,
1579,Massachusetts,Chelmsford,Joe Biden,DEM,13901,True,,,,
1580,Massachusetts,Concord,Joe Biden,DEM,10024,True,,,,
1581,Massachusetts,Dracut,Donald Trump,REP,8812,True,,,,
1582,Massachusetts,Dunstable,Joe Biden,DEM,1243,True,,,,
1583,Massachusetts,Everett,Joe Biden,DEM,10492,True,,,,
1584,Massachusetts,Framingham,Joe Biden,DEM,23622,True,,,,
1585,Massachusetts,Groton,Joe Biden,DEM,4941,True,,,,
1586,Massachusetts,Holliston,Joe Biden,DEM,6771,True,,,,
1587,Massachusetts,Hopkinton,Joe Biden,DEM,7047,True,,,,
1588,Massachusetts,Hudson,Joe Biden,DEM,7414,True,,,,
1589,Massachusetts,Lexington,Joe Biden,DEM,16308,True,,,,
1590,Massachusetts,Lincoln,Joe Biden,DEM,3493,True,,,,
1591,Massachusetts,Littleton,Joe Biden,DEM,4479,True,,,,
1592,Massachusetts,Lowell,Joe Biden,DEM,25544,True,,,,
1593,Massachusetts,Malden,Joe Biden,DEM,19111,True,,,,
1594,Massachusetts,Marlborough,Joe Biden,DEM,12610,True,,,,
1595,Massachusetts,Maynard,Joe Biden,DEM,4942,True,,,,
1596,Massachusetts,Medford,Joe Biden,DEM,23495,True,,,,
1597,Massachusetts,Melrose,Joe Biden,DEM,13213,True,,,,
1598,Massachusetts,Natick,Joe Biden,DEM,16330,True,,,,
1599,Massachusetts,Newton,Joe Biden,DEM,40907,True,,,,
1600,Massachusetts,North Reading,Joe Biden,DEM,5585,True,,,,
1601,Massachusetts,Pepperell,Joe Biden,DEM,3869,True,,,,
1602,Massachusetts,Reading,Joe Biden,DEM,11134,True,,,,
1603,Massachusetts,Sherborn,Joe Biden,DEM,2267,True,,,,
1604,Massachusetts,Shirley,Joe Biden,DEM,2100,True,,,,
1605,Massachusetts,Somerville,Joe Biden,DEM,37027,True,,,,
1606,Massachusetts,Stoneham,Joe Biden,DEM,8676,True,,,,
1607,Massachusetts,Stow,Joe Biden,DEM,3551,True,,,,
1608,Massachusetts,Sudbury,Joe Biden,DEM,9345,True,,,,
1609,Massachusetts,Tewksbury,Joe Biden,DEM,9954,True,,,,
1610,Massachusetts,Townsend,Joe Biden,DEM,2687,True,,,,
1611,Massachusetts,Tyngsborough,Joe Biden,DEM,4034,True,,,,
1612,Massachusetts,Wakefield,Joe Biden,DEM,10215,True,,,,
1613,Massachusetts,Waltham,Joe Biden,DEM,20424,True,,,,
1614,Massachusetts,Watertown,Joe Biden,DEM,14970,True,,,,
1615,Massachusetts,Wayland,Joe Biden,DEM,7344,True,,,,
1616,Massachusetts,Westford,Joe Biden,DEM,10229,True,,,,
1617,Massachusetts,Weston,Joe Biden,DEM,5129,True,,,,
1618,Massachusetts,Wilmington,Joe Biden,DEM,8027,True,,,,
1619,Massachusetts,Winchester,Joe Biden,DEM,9777,True,,,,
1620,Massachusetts,Woburn,Joe Biden,DEM,13530,True,,,,
1621,Massachusetts,Nantucket,Joe Biden,DEM,5241,True,41.2826,-70.1855,291.0,56.0
1622,Massachusetts,Avon,Joe Biden,DEM,1601,True,,,,
1623,Massachusetts,Bellingham,Joe Biden,DEM,5211,True,,,,
1624,Massachusetts,Braintree,Joe Biden,DEM,12612,True,,,,
1625,Massachusetts,Brookline,Joe Biden,DEM,27150,True,,,,
1626,Massachusetts,Canton,Joe Biden,DEM,9222,True,,,,
1627,Massachusetts,Cohasset,Joe Biden,DEM,3849,True,,,,
1628,Massachusetts,Dedham,Joe Biden,DEM,10760,True,,,,
1629,Massachusetts,Dover,Joe Biden,DEM,2761,True,,,,
1630,Massachusetts,Foxborough,Joe Biden,DEM,6740,True,,,,
1631,Massachusetts,Franklin,Joe Biden,DEM,12475,True,42.5975,-72.5573,3682.0,747.0
1632,Massachusetts,Holbrook,Joe Biden,DEM,3710,True,,,,
1633,Massachusetts,Medfield,Joe Biden,DEM,5668,True,,,,
1634,Massachusetts,Medway,Joe Biden,DEM,5156,True,,,,
1635,Massachusetts,Millis,Joe Biden,DEM,3502,True,,,,
1636,Massachusetts,Milton,Joe Biden,DEM,12862,True,,,,
1637,Massachusetts,Needham,Joe Biden,DEM,15573,True,,,,
1638,Massachusetts,Norfolk,Joe Biden,DEM,4100,True,42.2506,-71.0187,94389.0,2199.0
1639,Massachusetts,Norwood,Joe Biden,DEM,11212,True,,,,
1640,Massachusetts,Plainville,Joe Biden,DEM,3196,True,,,,
1641,Massachusetts,Quincy,Joe Biden,DEM,30446,True,,,,
1642,Massachusetts,Randolph,Joe Biden,DEM,13676,True,,,,
1643,Massachusetts,Sharon,Joe Biden,DEM,8778,True,,,,
1644,Massachusetts,Stoughton,Joe Biden,DEM,10254,True,,,,
1645,Massachusetts,Walpole,Joe Biden,DEM,9474,True,,,,
1646,Massachusetts,Wellesley,Joe Biden,DEM,12630,True,,,,
1647,Massachusetts,Westwood,Joe Biden,DEM,6832,True,,,,
1648,Massachusetts,Weymouth,Joe Biden,DEM,19615,True,,,,
1649,Massachusetts,Wrentham,Joe Biden,DEM,4247,True,,,,
1650,Massachusetts,Abington,Joe Biden,DEM,5209,True,,,,
1651,Massachusetts,Bridgewater,Joe Biden,DEM,7688,True,,,,
1652,Massachusetts,Brockton,Joe Biden,DEM,29475,True,,,,
1653,Massachusetts,Carver,Donald Trump,REP,3504,True,,,,
1654,Massachusetts,Duxbury,Joe Biden,DEM,6910,True,,,,
1655,Massachusetts,East Bridgewater,Donald Trump,REP,4366,True,,,,
1656,Massachusetts,Halifax,Donald Trump,REP,2398,True,,,,
1657,Massachusetts,Hanover,Joe Biden,DEM,4910,True,,,,
1658,Massachusetts,Hanson,Donald Trump,REP,3314,True,,,,
1659,Massachusetts,Hingham,Joe Biden,DEM,10855,True,,,,
1660,Massachusetts,Hull,Joe Biden,DEM,4507,True,,,,
1661,Massachusetts,Kingston,Joe Biden,DEM,4522,True,,,,
1662,Massachusetts,Lakeville,Donald Trump,REP,3778,True,,,,
1663,Massachusetts,Marion,Joe Biden,DEM,2369,True,,,,
1664,Massachusetts,Marshfield,Joe Biden,DEM,9671,True,,,,
1665,Massachusetts,Mattapoisett,Joe Biden,DEM,2730,True,,,,
1666,Massachusetts,Middleborough,Donald Trump,REP,7164,True,,,,
1667,Massachusetts,Norwell,Joe Biden,DEM,4291,True,,,,
1668,Massachusetts,Pembroke,Joe Biden,DEM,6174,True,,,,
1669,Massachusetts,Plymouth,Joe Biden,DEM,21266,True,42.0821,-71.0242,95740.0,1732.0
1670,Massachusetts,Plympton,Joe Biden,DEM,962,True,,,,
1671,Massachusetts,Rochester,Donald Trump,REP,1991,True,,,,
1672,Massachusetts,Rockland,Joe Biden,DEM,5400,True,,,,
1673,Massachusetts,Scituate,Joe Biden,DEM,8608,True,,,,
1674,Massachusetts,Wareham,Joe Biden,DEM,6883,True,,,,
1675,Massachusetts,West Bridgewater,Donald Trump,REP,2272,True,,,,
1676,Massachusetts,Whitman,Joe Biden,DEM,4496,True,,,,
1677,Massachusetts,Boston,Joe Biden,DEM,242717,True,,,,
1678,Massachusetts,Chelsea,Joe Biden,DEM,8155,True,,,,
1679,Massachusetts,Revere,Joe Biden,DEM,13360,True,,,,
1680,Massachusetts,Winthrop,Joe Biden,DEM,6290,True,,,,
1681,Massachusetts,Ashburnham,Joe Biden,DEM,2030,True,,,,
1682,Massachusetts,Athol,Joe Biden,DEM,2705,True,,,,
1683,Massachusetts,Auburn,Joe Biden,DEM,5620,True,,,,
1684,Massachusetts,Barre,Joe Biden,DEM,1535,True,,,,
1685,Massachusetts,Berlin,Joe Biden,DEM,1375,True,,,,
1686,Massachusetts,Blackstone,Donald Trump,REP,2560,True,,,,
1687,Massachusetts,Bolton,Joe Biden,DEM,2529,True,,,,
1688,Massachusetts,Boylston,Joe Biden,DEM,1877,True,,,,
1689,Massachusetts,Brookfield,Donald Trump,REP,1054,True,,,,
1690,Massachusetts,Charlton,Donald Trump,REP,4127,True,,,,
1691,Massachusetts,Clinton,Joe Biden,DEM,4688,True,,,,
1692,Massachusetts,Douglas,Donald Trump,REP,2956,True,,,,
1693,Massachusetts,Dudley,Donald Trump,REP,3192,True,,,,
1694,Massachusetts,East Brookfield,Donald Trump,REP,741,True,,,,
1695,Massachusetts,Fitchburg,Joe Biden,DEM,9897,True,,,,
1696,Massachusetts,Gardner,Joe Biden,DEM,5213,True,,,,
1697,Massachusetts,Grafton,Joe Biden,DEM,7139,True,,,,
1698,Massachusetts,Hardwick,Joe Biden,DEM,749,True,,,,
1699,Massachusetts,Harvard,Joe Biden,DEM,3074,True,,,,
1700,Massachusetts,Holden,Joe Biden,DEM,7325,True,,,,
1701,Massachusetts,Hopedale,Joe Biden,DEM,2285,True,,,,
1702,Massachusetts,Hubbardston,Donald Trump,REP,1442,True,,,,
1703,Massachusetts,Lancaster,Joe Biden,DEM,2458,True,,,,
1704,Massachusetts,Leicester,Donald Trump,REP,3146,True,,,,
1705,Massachusetts,Leominster,Joe Biden,DEM,12344,True,,,,
1706,Massachusetts,Lunenburg,Joe Biden,DEM,4027,True,,,,
1707,Massachusetts,Mendon,Joe Biden,DEM,2067,True,,,,
1708,Massachusetts,Milford,Joe Biden,DEM,8700,True,,,,
1709,Massachusetts,Millbury,Joe Biden,DEM,4196,True,,,,
1710,Massachusetts,Millville,Donald Trump,REP,976,True,,,,
1711,Massachusetts,New Braintree,Donald Trump,REP,337,True,,,,
1712,Massachusetts,Northborough,Joe Biden,DEM,6476,True,,,,
1713,Massachusetts,Northbridge,Joe Biden,DEM,4720,True,,,,
1714,Massachusetts,North Brookfield,Donald Trump,REP,1459,True,,,,
1715,Massachusetts,Oakham,Donald Trump,REP,664,True,,,,
1716,Massachusetts,Oxford,Donald Trump,REP,3765,True,,,,
1717,Massachusetts,Paxton,Joe Biden,DEM,1625,True,,,,
1718,Massachusetts,Petersham,Joe Biden,DEM,528,True,,,,
1719,Massachusetts,Phillipston,Donald Trump,REP,607,True,,,,
1720,Massachusetts,Princeton,Joe Biden,DEM,1530,True,,,,
1721,Massachusetts,Royalston,Joe Biden,DEM,408,True,,,,
1722,Massachusetts,Rutland,Joe Biden,DEM,2818,True,,,,
1723,Massachusetts,Shrewsbury,Joe Biden,DEM,13590,True,,,,
1724,Massachusetts,Southborough,Joe Biden,DEM,4618,True,,,,
1725,Massachusetts,Southbridge,Joe Biden,DEM,4079,True,,,,
1726,Massachusetts,Spencer,Donald Trump,REP,3287,True,,,,
1727,Massachusetts,Sterling,Joe Biden,DEM,2841,True,,,,
1728,Massachusetts,Sturbridge,Joe Biden,DEM,3417,True,,,,
1729,Massachusetts,Sutton,Joe Biden,DEM,3091,True,,,,
1730,Massachusetts,Templeton,Donald Trump,REP,2289,True,,,,
1731,Massachusetts,Upton,Joe Biden,DEM,3173,True,,,,
1732,Massachusetts,Uxbridge,Joe Biden,DEM,4351,True,,,,
1733,Massachusetts,Warren,Donald Trump,REP,1375,True,,,,
1734,Massachusetts,Webster,Joe Biden,DEM,4046,True,,,,
1735,Massachusetts,Westborough,Joe Biden,DEM,7569,True,,,,
