,Unnamed: 0,state,county,candidate,party,total_votes,won,lat,lng,population,density,TOTAL,ratio
928,928,Maine,Mars Hill,Donald Trump,REP,511,True,,,,,742,0.6886792452830188
929,929,Maine,Masardis,Donald Trump,REP,85,True,,,,,122,0.6967213114754098
930,930,Maine,Merrill,Donald Trump,REP,91,True,,,,,136,0.6691176470588235
931,931,Maine,Monticello,Donald Trump,REP,335,True,,,,,434,0.771889400921659
932,932,Maine,Moro Plt.,Donald Trump,REP,27,True,,,,,29,0.9310344827586207
933,933,Maine,Nashville Plt.,Donald Trump,REP,16,True,,,,,23,0.6956521739130435
934,934,Maine,New Canada,Donald Trump,REP,93,True,,,,,159,0.5849056603773585
935,935,Maine,New Limerick,Donald Trump,REP,253,True,,,,,372,0.6801075268817204
936,936,Maine,New Sweden,Donald Trump,REP,178,True,,,,,322,0.5527950310559007
937,937,Maine,Oakfield,Donald Trump,REP,286,True,,,,,408,0.7009803921568627
938,938,Maine,Orient,Donald Trump,REP,68,True,,,,,90,0.7555555555555555
939,939,Maine,Penobscot Nation Vot Dst,Joe Biden,DEM,237,True,,,,,302,0.7847682119205298
940,940,Maine,Perham,Donald Trump,REP,146,True,,,,,214,0.6822429906542056
941,941,Maine,Portage Lake,Donald Trump,REP,160,True,,,,,265,0.6037735849056604
942,942,Maine,Presque Isle,Donald Trump,REP,2266,True,,,,,4239,0.5345600377447511
943,943,Maine,Reed Plt.,Donald Trump,REP,58,True,,,,,81,0.7160493827160493
944,944,Maine,Saint Agatha,Donald Trump,REP,334,True,,,,,637,0.5243328100470958
945,945,Maine,St. Francis,Joe Biden,DEM,121,True,,,,,245,0.49387755102040815
946,946,Maine,St. John Plt.,Donald Trump,REP,104,True,,,,,171,0.6081871345029239
947,947,Maine,Sherman,Donald Trump,REP,497,True,,,,,665,0.7473684210526316
948,948,Maine,Smyrna,Donald Trump,REP,111,True,,,,,157,0.7070063694267515
949,949,Maine,Stockholm,Donald Trump,REP,86,True,,,,,160,0.5375
950,950,Maine,Van Buren,Joe Biden,DEM,471,True,,,,,898,0.5244988864142539
951,951,Maine,Wade,Donald Trump,REP,79,True,,,,,142,0.5563380281690141
952,952,Maine,Wallagrass,Joe Biden,DEM,153,True,,,,,291,0.5257731958762887
953,953,Maine,Washburn,Donald Trump,REP,518,True,,,,,820,0.6317073170731707
954,954,Maine,Westfield,Donald Trump,REP,174,True,,,,,267,0.651685393258427
955,955,Maine,Westmanland,Joe Biden,DEM,30,True,,,,,55,0.5454545454545454
956,956,Maine,Weston,Donald Trump,REP,125,True,,,,,182,0.6868131868131868
957,957,Maine,Winterville Plt.,Donald Trump,REP,72,True,,,,,125,0.576
958,958,Maine,Woodland,Donald Trump,REP,409,True,,,,,662,0.6178247734138973
959,959,Maine,Baldwin,Donald Trump,REP,623,True,,,,,999,0.6236236236236237
960,960,Maine,Bridgton,Joe Biden,DEM,1656,True,,,,,3268,0.5067319461444308
961,961,Maine,Brunswick,Joe Biden,DEM,9728,True,,,,,13892,0.7002591419522027
962,962,Maine,Cape Elizabeth,Joe Biden,DEM,5349,True,,,,,6939,0.7708603545179421
963,963,Maine,Casco,Donald Trump,REP,1184,True,,,,,2296,0.5156794425087108
964,964,Maine,Chebeague Island,Joe Biden,DEM,255,True,,,,,330,0.7727272727272727
965,965,Maine,Cumberland,Joe Biden,DEM,4074,True,43.6773,-70.2715,213986.0,1195.0,6002,0.6787737420859713
966,966,Maine,Falmouth,Joe Biden,DEM,6147,True,,,,,9031,0.6806555198759827
967,967,Maine,Freeport,Joe Biden,DEM,4327,True,,,,,6184,0.6997089262613195
968,968,Maine,Frye Island,Joe Biden,DEM,38,True,,,,,57,0.6666666666666666
969,969,Maine,Gorham,Joe Biden,DEM,6460,True,,,,,11115,0.5811965811965812
970,970,Maine,Gray,Joe Biden,DEM,2653,True,,,,,5390,0.4922077922077922
971,971,Maine,Harpswell,Joe Biden,DEM,2379,True,,,,,3884,0.6125128733264675
972,972,Maine,Harrison,Donald Trump,REP,796,True,,,,,1574,0.5057179161372299
973,973,Maine,Long Island,Joe Biden,DEM,133,True,,,,,191,0.6963350785340314
974,974,Maine,Naples,Donald Trump,REP,1389,True,,,,,2495,0.5567134268537074
975,975,Maine,New Gloucester,Donald Trump,REP,1757,True,,,,,3599,0.4881911642122812
976,976,Maine,North Yarmouth,Joe Biden,DEM,1862,True,,,,,2960,0.629054054054054
977,977,Maine,Portland,Joe Biden,DEM,33786,True,,,,,41544,0.8132582322357019
978,978,Maine,Pownal,Joe Biden,DEM,685,True,,,,,1206,0.5679933665008292
979,979,Maine,Raymond,Joe Biden,DEM,1589,True,,,,,3142,0.5057288351368555
980,980,Maine,Scarborough,Joe Biden,DEM,9487,True,,,,,15057,0.6300723915786677
981,981,Maine,Sebago,Donald Trump,REP,719,True,,,,,1277,0.5630383711824589
982,982,Maine,South Portland,Joe Biden,DEM,12075,True,,,,,16286,0.7414343608006877
983,983,Maine,Standish,Donald Trump,REP,3078,True,,,,,6060,0.5079207920792079
984,984,Maine,Westbrook,Joe Biden,DEM,7274,True,,,,,11187,0.6502190042013051
985,985,Maine,Windham,Joe Biden,DEM,5782,True,,,,,11442,0.5053312357979374
986,986,Maine,Yarmouth,Joe Biden,DEM,4785,True,,,,,6358,0.7525951557093425
987,987,Maine,Avon,Donald Trump,REP,164,True,,,,,263,0.623574144486692
988,988,Maine,Carrabassett Valley,Joe Biden,DEM,348,True,,,,,527,0.6603415559772297
989,989,Maine,Carthage,Donald Trump,REP,214,True,,,,,312,0.6858974358974359
990,990,Maine,Chesterville,Donald Trump,REP,460,True,,,,,799,0.5757196495619524
991,991,Maine,Coplin Plt.,Joe Biden,DEM,59,True,,,,,110,0.5363636363636364
992,992,Maine,Dallas Plt.,Donald Trump,REP,104,True,,,,,209,0.49760765550239233
993,993,Maine,Eustis,Donald Trump,REP,255,True,,,,,447,0.5704697986577181
994,994,Maine,Farmington,Joe Biden,DEM,2225,True,,,,,3906,0.5696364567332309
995,995,Maine,Industry,Donald Trump,REP,253,True,,,,,504,0.501984126984127
996,996,Maine,Jay,Donald Trump,REP,1375,True,,,,,2665,0.5159474671669794
997,997,Maine,Kingfield,Donald Trump,REP,444,True,,,,,888,0.5
998,998,Maine,New Sharon,Donald Trump,REP,528,True,,,,,956,0.5523012552301255
999,999,Maine,New Vineyard,Donald Trump,REP,293,True,,,,,463,0.6328293736501079
1000,1000,Maine,Phillips,Donald Trump,REP,385,True,,,,,656,0.586890243902439
1001,1001,Maine,Rangeley,Donald Trump,REP,449,True,,,,,758,0.5923482849604221
1002,1002,Maine,Rangeley Plt.,Donald Trump,REP,86,True,,,,,145,0.593103448275862
1003,1003,Maine,Sandy River Plt.,Joe Biden,DEM,65,True,,,,,102,0.6372549019607843
1004,1004,Maine,Strong,Donald Trump,REP,526,True,,,,,816,0.6446078431372549
1005,1005,Maine,Temple,Joe Biden,DEM,172,True,,,,,336,0.5119047619047619
1006,1006,Maine,Weld,Joe Biden,DEM,149,True,,,,,299,0.4983277591973244
1007,1007,Maine,Wilton,Donald Trump,REP,1117,True,,,,,2177,0.5130914101975195
1008,1008,Maine,Amherst,Donald Trump,REP,115,True,,,,,189,0.6084656084656085
1009,1009,Maine,Aurora,Donald Trump,REP,42,True,,,,,72,0.5833333333333334
1010,1010,Maine,Bar Harbor,Joe Biden,DEM,2678,True,,,,,3576,0.7488814317673378
1011,1011,Maine,Blue Hill,Joe Biden,DEM,1310,True,,,,,1977,0.6626201315123925
1012,1012,Maine,Brooklin,Joe Biden,DEM,426,True,,,,,624,0.6826923076923077
1013,1013,Maine,Brooksville,Joe Biden,DEM,450,True,,,,,686,0.6559766763848397
1014,1014,Maine,Bucksport,Donald Trump,REP,1481,True,,,,,2855,0.5187390542907181
1015,1015,Maine,Castine,Joe Biden,DEM,346,True,,,,,499,0.6933867735470942
1016,1016,Maine,Cranberry Isles,Joe Biden,DEM,95,True,,,,,138,0.6884057971014492
1017,1017,Maine,Dedham,Donald Trump,REP,582,True,,,,,1167,0.4987146529562982
1018,1018,Maine,Deer Isle,Joe Biden,DEM,806,True,,,,,1323,0.6092214663643235
1019,1019,Maine,Eastbrook,Donald Trump,REP,148,True,,,,,222,0.6666666666666666
1020,1020,Maine,Ellsworth,Donald Trump,REP,2359,True,,,,,4824,0.48901326699834163
1021,1021,Maine,Franklin,Donald Trump,REP,459,True,44.4916,-70.1923,1165.0,205.0,861,0.5331010452961672
1022,1022,Maine,Frenchboro,Donald Trump,REP,19,True,,,,,31,0.6129032258064516
1023,1023,Maine,Gouldsboro,Donald Trump,REP,612,True,,,,,1116,0.5483870967741935
1024,1024,Maine,Great Pond,Donald Trump,REP,25,True,,,,,43,0.5813953488372093
1025,1025,Maine,Hancock,Donald Trump,REP,778,True,44.5847,-68.4875,8085.0,39.0,1472,0.5285326086956522
1026,1026,Maine,Lamoine,Joe Biden,DEM,616,True,,,,,1211,0.5086705202312138
1027,1027,Maine,Mariaville,Donald Trump,REP,191,True,,,,,310,0.6161290322580645
1028,1028,Maine,Mount Desert,Joe Biden,DEM,1066,True,,,,,1490,0.7154362416107383
1029,1029,Maine,Orland,Donald Trump,REP,693,True,,,,,1424,0.4866573033707865
1030,1030,Maine,Osborn,Donald Trump,REP,31,True,,,,,44,0.7045454545454546
1031,1031,Maine,Otis,Donald Trump,REP,323,True,,,,,484,0.6673553719008265
1032,1032,Maine,Penobscot,Joe Biden,DEM,512,True,44.8323,-68.7906,32029.0,360.0,845,0.6059171597633136
1033,1033,Maine,Sedgwick,Joe Biden,DEM,511,True,,,,,843,0.6061684460260973
1034,1034,Maine,Sorrento,Donald Trump,REP,94,True,,,,,189,0.4973544973544973
1035,1035,Maine,Southwest Harbor,Joe Biden,DEM,728,True,,,,,1137,0.6402814423922604
1036,1036,Maine,Stonington,Joe Biden,DEM,409,True,,,,,640,0.6390625
1037,1037,Maine,Sullivan,Joe Biden,DEM,354,True,,,,,724,0.4889502762430939
1038,1038,Maine,Surry,Joe Biden,DEM,596,True,,,,,1091,0.5462878093492209
1039,1039,Maine,Swan's Island,Joe Biden,DEM,132,True,,,,,266,0.49624060150375937
1040,1040,Maine,Tremont,Joe Biden,DEM,590,True,,,,,1043,0.5656759348034516
1041,1041,Maine,Trenton,Joe Biden,DEM,509,True,,,,,987,0.5157041540020263
1042,1042,Maine,Verona,Donald Trump,REP,182,True,,,,,350,0.52
1043,1043,Maine,Waltham,Donald Trump,REP,159,True,,,,,230,0.691304347826087
1044,1044,Maine,Winter Harbor,Donald Trump,REP,179,True,,,,,329,0.5440729483282675
1045,1045,Maine,Albion,Donald Trump,REP,801,True,,,,,1219,0.6570959803117309
1046,1046,Maine,Augusta,Joe Biden,DEM,5248,True,,,,,9738,0.5389196960361471
1047,1047,Maine,Belgrade,Donald Trump,REP,1166,True,,,,,2216,0.526173285198556
1048,1048,Maine,Benton,Donald Trump,REP,984,True,,,,,1632,0.6029411764705882
1049,1049,Maine,Chelsea,Donald Trump,REP,917,True,,,,,1563,0.5866922584772872
1050,1050,Maine,China,Donald Trump,REP,1395,True,,,,,2590,0.5386100386100386
1051,1051,Maine,Clinton,Donald Trump,REP,1098,True,,,,,1788,0.6140939597315436
1052,1052,Maine,Farmingdale,Joe Biden,DEM,903,True,,,,,1738,0.5195627157652474
1053,1053,Maine,Fayette,Donald Trump,REP,421,True,,,,,830,0.5072289156626506
1054,1054,Maine,Gardiner,Joe Biden,DEM,1694,True,,,,,3278,0.5167785234899329
1055,1055,Maine,Hallowell,Joe Biden,DEM,1277,True,,,,,1780,0.7174157303370786
1056,1056,Maine,Litchfield,Donald Trump,REP,1260,True,,,,,2177,0.5787781350482315
1057,1057,Maine,Manchester,Joe Biden,DEM,832,True,,,,,1690,0.49230769230769234
1058,1058,Maine,Monmouth,Donald Trump,REP,1397,True,,,,,2578,0.5418929402637703
1059,1059,Maine,Mount Vernon,Joe Biden,DEM,576,True,,,,,1158,0.49740932642487046
1060,1060,Maine,Oakland,Donald Trump,REP,1853,True,,,,,3628,0.5107497243660419
1061,1061,Maine,Pittston,Donald Trump,REP,1034,True,,,,,1778,0.5815523059617548
1062,1062,Maine,Randolph,Donald Trump,REP,533,True,,,,,1029,0.5179786200194364
1063,1063,Maine,Readfield,Joe Biden,DEM,943,True,,,,,1820,0.5181318681318682
1064,1064,Maine,Rome,Donald Trump,REP,350,True,,,,,713,0.4908835904628331
1065,1065,Maine,Sidney,Donald Trump,REP,1688,True,,,,,2954,0.5714285714285714
1066,1066,Maine,Unity,Donald Trump,REP,455,True,,,,,950,0.4789473684210526
1067,1067,Maine,Vassalboro,Donald Trump,REP,1394,True,,,,,2553,0.5460242851547199
1068,1068,Maine,Vienna,Donald Trump,REP,208,True,,,,,405,0.5135802469135803
1069,1069,Maine,Waterville,Joe Biden,DEM,5019,True,,,,,7905,0.6349146110056926
1070,1070,Maine,Wayne,Joe Biden,DEM,506,True,,,,,869,0.5822784810126582
1071,1071,Maine,West Gardiner,Donald Trump,REP,1317,True,,,,,2380,0.5533613445378152
1072,1072,Maine,Windsor,Donald Trump,REP,899,True,,,,,1433,0.6273551988834613
1073,1073,Maine,Winslow,Donald Trump,REP,2360,True,,,,,4679,0.5043812780508655
1074,1074,Maine,Winthrop,Joe Biden,DEM,1963,True,,,,,3737,0.5252876639015253
1075,1075,Maine,Appleton,Joe Biden,DEM,478,True,,,,,915,0.5224043715846994
1076,1076,Maine,Camden,Joe Biden,DEM,2931,True,,,,,3837,0.7638780297107115
1077,1077,Maine,Cushing,Donald Trump,REP,520,True,,,,,960,0.5416666666666666
1078,1078,Maine,Friendship,Donald Trump,REP,477,True,,,,,799,0.5969962453066333
1079,1079,Maine,Hope,Joe Biden,DEM,653,True,,,,,1117,0.5846016114592659
1080,1080,Maine,Isle Au Haut,Joe Biden,DEM,54,True,,,,,66,0.8181818181818182
1081,1081,Maine,Matinicus Isle Plt.,Joe Biden,DEM,36,True,,,,,50,0.72
1082,1082,Maine,North Haven,Joe Biden,DEM,221,True,,,,,321,0.6884735202492211
1083,1083,Maine,Owl's Head,Joe Biden,DEM,584,True,,,,,1065,0.5483568075117371
1084,1084,Maine,Rockland,Joe Biden,DEM,2493,True,,,,,3965,0.6287515762925598
1085,1085,Maine,Rockport,Joe Biden,DEM,1694,True,,,,,2530,0.6695652173913044
1086,1086,Maine,St. George,Joe Biden,DEM,1108,True,,,,,1814,0.6108048511576626
1087,1087,Maine,South Thomaston,Joe Biden,DEM,574,True,,,,,997,0.5757271815446339
1088,1088,Maine,Thomaston,Joe Biden,DEM,960,True,,,,,1668,0.5755395683453237
1089,1089,Maine,Union,Donald Trump,REP,786,True,,,,,1561,0.5035233824471492
1090,1090,Maine,Vinalhaven,Joe Biden,DEM,531,True,,,,,837,0.6344086021505376
1091,1091,Maine,Warren,Donald Trump,REP,1259,True,,,,,2244,0.5610516934046346
1092,1092,Maine,Washington,Donald Trump,REP,540,True,45.134,-67.224,3011.0,33.0,988,0.5465587044534413
1093,1093,Maine,Alna,Joe Biden,DEM,320,True,,,,,517,0.6189555125725339
1094,1094,Maine,Boothbay,Joe Biden,DEM,1229,True,,,,,2208,0.5566123188405797
1095,1095,Maine,Boothbay Harbor,Joe Biden,DEM,814,True,,,,,1395,0.5835125448028674
1096,1096,Maine,Bremen,Joe Biden,DEM,367,True,,,,,563,0.6518650088809946
1097,1097,Maine,Bristol,Joe Biden,DEM,1275,True,,,,,2124,0.6002824858757062
1098,1098,Maine,Damariscotta,Joe Biden,DEM,980,True,,,,,1476,0.6639566395663956
1099,1099,Maine,Dresden,Donald Trump,REP,580,True,,,,,1159,0.5004314063848145
1100,1100,Maine,Edgecomb,Joe Biden,DEM,510,True,,,,,889,0.5736782902137233
1101,1101,Maine,Jefferson,Donald Trump,REP,951,True,,,,,1691,0.5623891188645772
1102,1102,Maine,Monhegan Plt.,Joe Biden,DEM,51,True,,,,,62,0.8225806451612904
1103,1103,Maine,Newcastle,Joe Biden,DEM,923,True,,,,,1359,0.6791758646063282
1104,1104,Maine,Nobleboro,Joe Biden,DEM,729,True,,,,,1310,0.5564885496183206
1105,1105,Maine,Somerville,Donald Trump,REP,213,True,,,,,357,0.5966386554621849
1106,1106,Maine,South Bristol,Joe Biden,DEM,429,True,,,,,716,0.5991620111731844
1107,1107,Maine,Southport,Joe Biden,DEM,306,True,,,,,491,0.6232179226069247
1108,1108,Maine,Waldoboro,Donald Trump,REP,1568,True,,,,,2934,0.534423994546694
1109,1109,Maine,Westport,Joe Biden,DEM,303,True,,,,,551,0.5499092558983666
1110,1110,Maine,Whitefield,Donald Trump,REP,753,True,,,,,1479,0.5091277890466531
1111,1111,Maine,Wiscasset,Joe Biden,DEM,1114,True,,,,,2313,0.4816255944660614
1112,1112,Maine,Andover,Donald Trump,REP,293,True,,,,,538,0.5446096654275093
1113,1113,Maine,Bethel,Joe Biden,DEM,1006,True,,,,,1830,0.5497267759562842
1114,1114,Maine,Brownfield,Joe Biden,DEM,468,True,,,,,957,0.4890282131661442
1115,1115,Maine,Buckfield,Donald Trump,REP,636,True,,,,,1098,0.5792349726775956
1116,1116,Maine,Byron,Donald Trump,REP,58,True,,,,,92,0.6304347826086957
1117,1117,Maine,Canton,Donald Trump,REP,374,True,,,,,544,0.6875
1118,1118,Maine,Denmark,Joe Biden,DEM,404,True,,,,,827,0.48851269649334944
1119,1119,Maine,Dixfield,Donald Trump,REP,803,True,,,,,1302,0.6167434715821812
1120,1120,Maine,Fryeburg,Joe Biden,DEM,1060,True,,,,,1937,0.5472379969024265
1121,1121,Maine,Gilead,Donald Trump,REP,66,True,,,,,123,0.5365853658536586
1122,1122,Maine,Greenwood,Joe Biden,DEM,278,True,,,,,533,0.5215759849906192
1123,1123,Maine,Hanover,Joe Biden,DEM,101,True,,,,,198,0.51010101010101
1124,1124,Maine,Hartford,Donald Trump,REP,428,True,,,,,724,0.5911602209944752
1125,1125,Maine,Hebron,Donald Trump,REP,427,True,,,,,778,0.5488431876606684
1126,1126,Maine,Hiram,Donald Trump,REP,528,True,,,,,928,0.5689655172413793
1127,1127,Maine,Lincoln Plt.,Donald Trump,REP,20,True,,,,,32,0.625
1128,1128,Maine,Lovell,Joe Biden,DEM,399,True,,,,,766,0.52088772845953
1129,1129,Maine,Magalloway Plt.,Donald Trump,REP,10,True,,,,,16,0.625
1130,1130,Maine,Mexico,Donald Trump,REP,676,True,,,,,1271,0.5318646734854445
1131,1131,Maine,Newry,Joe Biden,DEM,163,True,,,,,289,0.5640138408304498
1132,1132,Maine,Norway,Joe Biden,DEM,1400,True,,,,,2854,0.4905395935529082
1133,1133,Maine,Otisfield,Donald Trump,REP,605,True,,,,,1171,0.5166524338172502
1134,1134,Maine,Oxford,Donald Trump,REP,1456,True,44.219,-70.5113,1842.0,183.0,2325,0.6262365591397849
1135,1135,Maine,Paris,Donald Trump,REP,1494,True,,,,,2855,0.523292469352014
1136,1136,Maine,Peru,Donald Trump,REP,561,True,,,,,909,0.6171617161716172
1137,1137,Maine,Porter,Donald Trump,REP,521,True,,,,,875,0.5954285714285714
1138,1138,Maine,Roxbury,Donald Trump,REP,147,True,,,,,246,0.5975609756097561
1139,1139,Maine,Rumford,Donald Trump,REP,1502,True,,,,,2863,0.5246245197345442
1140,1140,Maine,Stoneham,Donald Trump,REP,102,True,,,,,185,0.5513513513513514
1141,1141,Maine,Stow,Joe Biden,DEM,126,True,,,,,253,0.4980237154150198
1142,1142,Maine,Sumner,Donald Trump,REP,324,True,,,,,553,0.5858951175406871
1143,1143,Maine,Sweden,Joe Biden,DEM,165,True,,,,,283,0.5830388692579506
1144,1144,Maine,Upton,Donald Trump,REP,47,True,,,,,64,0.734375
1145,1145,Maine,Waterford,Donald Trump,REP,557,True,,,,,1038,0.5366088631984586
1146,1146,Maine,West Paris,Donald Trump,REP,552,True,,,,,957,0.5768025078369906
1147,1147,Maine,Woodstock,Donald Trump,REP,534,True,,,,,945,0.5650793650793651
1148,1148,Maine,Alton,Donald Trump,REP,293,True,,,,,476,0.615546218487395
1149,1149,Maine,Bangor,Joe Biden,DEM,9452,True,,,,,16173,0.5844308415260001
1150,1150,Maine,Bradford,Donald Trump,REP,485,True,,,,,694,0.6988472622478387
1151,1151,Maine,Bradley,Donald Trump,REP,485,True,,,,,887,0.5467869222096956
1152,1152,Maine,Brewer,Donald Trump,REP,2568,True,,,,,5278,0.4865479348237969
1153,1153,Maine,Burlington,Donald Trump,REP,145,True,,,,,206,0.7038834951456311
1154,1154,Maine,Carmel,Donald Trump,REP,1183,True,,,,,1782,0.6638608305274972
1155,1155,Maine,Carroll Plt.,Donald Trump,REP,73,True,,,,,87,0.8390804597701149
1156,1156,Maine,Charleston,Donald Trump,REP,580,True,,,,,753,0.7702523240371846
1157,1157,Maine,Chester,Donald Trump,REP,261,True,,,,,326,0.8006134969325154
1158,1158,Maine,Clifton,Donald Trump,REP,324,True,,,,,532,0.6090225563909775
1159,1159,Maine,Corinna,Donald Trump,REP,847,True,,,,,1244,0.6808681672025724
1160,1160,Maine,Corinth,Donald Trump,REP,1147,True,,,,,1574,0.7287166454891995
1161,1161,Maine,Dexter,Donald Trump,REP,1169,True,,,,,1841,0.6349809885931559
1162,1162,Maine,Dixmont,Donald Trump,REP,446,True,,,,,731,0.6101231190150479
1163,1163,Maine,Drew Plt.,Donald Trump,REP,13,True,,,,,19,0.6842105263157895
1164,1164,Maine,East Millinocket,Donald Trump,REP,567,True,,,,,953,0.5949632738719832
1165,1165,Maine,Eddington,Donald Trump,REP,903,True,,,,,1456,0.6201923076923077
1166,1166,Maine,Edinburg,Donald Trump,REP,66,True,,,,,105,0.6285714285714286
1167,1167,Maine,Enfield,Donald Trump,REP,585,True,,,,,879,0.6655290102389079
1168,1168,Maine,Etna,Donald Trump,REP,495,True,,,,,726,0.6818181818181818
1169,1169,Maine,Exeter,Donald Trump,REP,366,True,,,,,571,0.6409807355516638
1170,1170,Maine,Garland,Donald Trump,REP,409,True,,,,,605,0.6760330578512397
1171,1171,Maine,Glenburn,Donald Trump,REP,1612,True,,,,,2789,0.5779849408390104
1172,1172,Maine,Greenbush,Donald Trump,REP,499,True,,,,,717,0.6959553695955369
1173,1173,Maine,Hampden,Joe Biden,DEM,2451,True,,,,,4878,0.502460024600246
1174,1174,Maine,Hermon,Donald Trump,REP,2427,True,,,,,3965,0.6121059268600252
1175,1175,Maine,Holden,Donald Trump,REP,1200,True,,,,,2125,0.5647058823529412
1176,1176,Maine,Howland,Donald Trump,REP,390,True,,,,,643,0.6065318818040435
1177,1177,Maine,Hudson,Donald Trump,REP,484,True,,,,,611,0.7921440261865794
1178,1178,Maine,Kenduskeag,Donald Trump,REP,514,True,,,,,770,0.6675324675324675
1179,1179,Maine,LaGrange,Donald Trump,REP,248,True,,,,,358,0.6927374301675978
1180,1180,Maine,Lakeville,Donald Trump,REP,38,True,,,,,69,0.5507246376811594
1181,1181,Maine,Lee,Donald Trump,REP,350,True,,,,,508,0.6889763779527559
1182,1182,Maine,Levant,Donald Trump,REP,1149,True,,,,,1665,0.69009009009009
1183,1183,Maine,Lincoln,Donald Trump,REP,1723,True,,,,,2596,0.6637134052388289
1184,1184,Maine,Lowell,Donald Trump,REP,193,True,,,,,255,0.7568627450980392
1185,1185,Maine,Mattawamkeag,Donald Trump,REP,257,True,,,,,388,0.6623711340206185
1186,1186,Maine,Maxfield,Donald Trump,REP,48,True,,,,,69,0.6956521739130435
1187,1187,Maine,Medway,Donald Trump,REP,550,True,,,,,758,0.7255936675461742
1188,1188,Maine,Milford,Donald Trump,REP,922,True,,,,,1851,0.49810913019989195
1189,1189,Maine,Millinocket,Donald Trump,REP,1310,True,,,,,2397,0.5465164789319983
1190,1190,Maine,Mount Chase,Donald Trump,REP,81,True,,,,,122,0.6639344262295082
1191,1191,Maine,Newburgh,Donald Trump,REP,599,True,,,,,994,0.60261569416499
1192,1192,Maine,Newport,Donald Trump,REP,1118,True,,,,,1741,0.6421596783457783
1193,1193,Maine,Old Town,Joe Biden,DEM,2365,True,,,,,4259,0.5552946701103545
1194,1194,Maine,Orono,Joe Biden,DEM,3728,True,,,,,5200,0.7169230769230769
1195,1195,Maine,Orrington,Donald Trump,REP,1405,True,,,,,2562,0.5483996877439501
1196,1196,Maine,Passadumkeag,Donald Trump,REP,165,True,,,,,224,0.7366071428571429
1197,1197,Maine,Patten,Donald Trump,REP,362,True,,,,,520,0.6961538461538461
1198,1198,Maine,Plymouth,Donald Trump,REP,505,True,,,,,745,0.6778523489932886
1199,1199,Maine,Seboeis Plt.,Joe Biden,DEM,22,True,,,,,41,0.5365853658536586
1200,1200,Maine,Springfield,Donald Trump,REP,135,True,,,,,161,0.8385093167701864
1201,1201,Maine,Stacyville,Donald Trump,REP,169,True,,,,,209,0.8086124401913876
1202,1202,Maine,Stetson,Donald Trump,REP,524,True,,,,,765,0.6849673202614379
1203,1203,Maine,Veazie,Joe Biden,DEM,646,True,,,,,1223,0.5282093213409649
1204,1204,Maine,Webster Plt.,Donald Trump,REP,33,True,,,,,42,0.7857142857142857
1205,1205,Maine,Winn,Donald Trump,REP,145,True,,,,,207,0.7004830917874396
1206,1206,Maine,Woodville,Donald Trump,REP,116,True,,,,,136,0.8529411764705882
1207,1207,Maine,Abbot,Donald Trump,REP,288,True,,,,,417,0.6906474820143885
1208,1208,Maine,Atkinson,Donald Trump,REP,122,True,,,,,173,0.7052023121387283
1209,1209,Maine,Beaver Cove,Donald Trump,REP,60,True,,,,,119,0.5042016806722689
1210,1210,Maine,Bowerbank,Donald Trump,REP,76,True,,,,,117,0.6495726495726496
1211,1211,Maine,Brownville,Donald Trump,REP,467,True,,,,,780,0.5987179487179487
1212,1212,Maine,Dover-Foxcroft,Donald Trump,REP,1356,True,,,,,2335,0.580728051391863
1213,1213,Maine,Greenville,Donald Trump,REP,644,True,,,,,1158,0.5561312607944733
1214,1214,Maine,Guilford,Donald Trump,REP,466,True,,,,,728,0.6401098901098901
1215,1215,Maine,Kingsbury Plt.,Joe Biden,DEM,0,True,,,,,0,
1216,1216,Maine,Lake View Plt.,Donald Trump,REP,71,True,,,,,114,0.6228070175438597
1217,1217,Maine,Medford,Donald Trump,REP,112,True,,,,,164,0.6829268292682927
1218,1218,Maine,Milo,Donald Trump,REP,781,True,,,,,1227,0.6365118174409128
1219,1219,Maine,Monson,Donald Trump,REP,289,True,,,,,475,0.608421052631579
1220,1220,Maine,Parkman,Donald Trump,REP,333,True,,,,,491,0.6782077393075356
1221,1221,Maine,Sangerville,Donald Trump,REP,479,True,,,,,753,0.6361221779548473
1222,1222,Maine,Sebec,Donald Trump,REP,305,True,,,,,428,0.7126168224299065
1223,1223,Maine,Shirley,Donald Trump,REP,96,True,,,,,133,0.7218045112781954
1224,1224,Maine,Wellington,Donald Trump,REP,67,True,,,,,119,0.5630252100840336
1225,1225,Maine,Willimantic,Donald Trump,REP,70,True,,,,,90,0.7777777777777778
1226,1226,Maine,Arrowsic,Joe Biden,DEM,260,True,,,,,373,0.6970509383378016
1227,1227,Maine,Bath,Joe Biden,DEM,3421,True,,,,,5142,0.6653053286658888
1228,1228,Maine,Bowdoin,Donald Trump,REP,1079,True,,,,,1877,0.5748534896110815
1229,1229,Maine,Bowdoinham,Joe Biden,DEM,1123,True,,,,,2067,0.5432994678277697
1230,1230,Maine,Georgetown,Joe Biden,DEM,525,True,,,,,839,0.6257449344457687
1231,1231,Maine,Phippsburg,Joe Biden,DEM,794,True,,,,,1570,0.5057324840764331
1232,1232,Maine,Richmond,Donald Trump,REP,1056,True,,,,,2076,0.5086705202312138
1233,1233,Maine,Topsham,Joe Biden,DEM,3944,True,,,,,6552,0.6019536019536019
1234,1234,Maine,West Bath,Joe Biden,DEM,737,True,,,,,1392,0.5294540229885057
