,state,county,candidate,party,total_votes,won,lat,lng,population,density,ln_total_votes
26030,Wisconsin,Iowa,Joe Biden,DEM,,True,42.966,-90.1297,4711.0,447.0,
26042,Wisconsin,Iron,Donald Trump,REP,,True,46.4462,-90.1983,1395.0,166.0,
26048,Wisconsin,Jackson,Donald Trump,REP,,True,44.2981,-90.842,3473.0,320.0,
26058,Wisconsin,Jefferson,Donald Trump,REP,,True,43.1893,-88.7285,23561.0,754.0,
26072,Wisconsin,Juneau,Donald Trump,REP,,True,43.7995,-90.0775,4354.0,376.0,
26081,Wisconsin,Kenosha,Donald Trump,REP,,True,42.5865,-87.8773,123865.0,1359.0,
26091,Wisconsin,Kewaunee,Donald Trump,REP,,True,44.6058,-87.4465,3044.0,478.0,
26095,Wisconsin,La Crosse,Joe Biden,DEM,,True,43.8241,-91.2268,99227.0,916.0,
26105,Wisconsin,Lafayette,Donald Trump,REP,,True,42.6765,-90.1201,2333.0,546.0,
26115,Wisconsin,Langlade,Donald Trump,REP,,True,45.141,-89.1552,7779.0,465.0,
26120,Wisconsin,Lincoln,Donald Trump,REP,,True,45.182,-89.6994,9081.0,467.0,
26122,Wisconsin,Manitowoc,Donald Trump,REP,,True,44.0991,-87.6812,32558.0,706.0,
26136,Wisconsin,Marathon,Donald Trump,REP,,True,44.962,-89.6459,76016.0,777.0,
26155,Wisconsin,Marinette,Donald Trump,REP,,True,45.0871,-87.6336,10566.0,582.0,
26166,Wisconsin,Marquette,Donald Trump,REP,,True,43.794,-89.3333,1439.0,283.0,
26174,Wisconsin,Menominee,Joe Biden,DEM,,True,44.8697,-88.6002,1455.0,67.0,
26179,Wisconsin,Milwaukee,Joe Biden,DEM,,True,43.0642,-87.9675,1390046.0,2379.0,
26198,Wisconsin,Monroe,Donald Trump,REP,,True,43.9377,-90.8131,9751.0,470.0,
26210,Wisconsin,Oconto,Donald Trump,REP,,True,44.8923,-87.8715,4516.0,256.0,
26220,Wisconsin,Oneida,Donald Trump,REP,,True,45.6358,-89.4261,7617.0,349.0,
26225,Wisconsin,Outagamie,Donald Trump,REP,,True,44.278,-88.3892,225728.0,1150.0,
26237,Wisconsin,Ozaukee,Donald Trump,REP,,True,43.2352,-87.9839,24357.0,203.0,
26246,Wisconsin,Pepin,Donald Trump,REP,,True,44.627,-91.9607,1753.0,386.0,
26250,Wisconsin,Pierce,Donald Trump,REP,,True,44.8609,-92.6247,15870.0,852.0,
26260,Wisconsin,Polk,Donald Trump,REP,,True,45.3045,-92.3635,2819.0,351.0,
26272,Wisconsin,Portage,Joe Biden,DEM,,True,44.5241,-89.5507,26144.0,588.0,
26284,Wisconsin,Price,Donald Trump,REP,,True,45.9348,-90.4464,2225.0,235.0,
26290,Wisconsin,Racine,Donald Trump,REP,,True,42.7274,-87.8135,134679.0,1918.0,
26308,Wisconsin,Richland,Donald Trump,REP,,True,43.1857,-90.2012,835.0,324.0,
26314,Wisconsin,Rock,Joe Biden,DEM,,True,42.6854,-89.0135,71907.0,728.0,
26325,Wisconsin,Rusk,Donald Trump,REP,,True,45.4606,-91.0973,3108.0,284.0,
26329,Wisconsin,St. Croix,Donald Trump,REP,,True,44.9639,-92.7312,13912.0,793.0,
26343,Wisconsin,Sauk,Joe Biden,DEM,,True,43.4695,-89.7376,12133.0,637.0,
26359,Wisconsin,Sawyer,Donald Trump,REP,,True,46.0094,-91.4826,2466.0,300.0,
26368,Wisconsin,Shawano,Donald Trump,REP,,True,44.7748,-88.5843,8928.0,514.0,
26390,Wisconsin,Sheboygan,Donald Trump,REP,,True,43.7403,-87.7316,70234.0,1188.0,
26407,Wisconsin,Taylor,Donald Trump,REP,,True,45.1365,-90.3436,4285.0,368.0,
26416,Wisconsin,Trempealeau,Donald Trump,REP,,True,44.2486,-91.4916,3023.0,356.0,
26428,Wisconsin,Vernon,Donald Trump,REP,,True,43.5603,-90.8858,4472.0,396.0,
26440,Wisconsin,Vilas,Donald Trump,REP,,True,45.9696,-89.8994,1737.0,135.0,
26444,Wisconsin,Walworth,Donald Trump,REP,,True,42.8372,-88.7341,14762.0,644.0,
26464,Wisconsin,Washburn,Donald Trump,REP,,True,45.8271,-91.886,2573.0,246.0,
26471,Wisconsin,Washington,Donald Trump,REP,,True,43.4173,-88.1818,69672.0,785.0,
26480,Wisconsin,Waukesha,Donald Trump,REP,,True,43.0087,-88.2464,72419.0,1095.0,
26505,Wisconsin,Waupaca,Donald Trump,REP,,True,44.3949,-88.7395,7121.0,493.0,
26520,Wisconsin,Waushara,Donald Trump,REP,,True,44.0513,-89.1059,2129.0,347.0,
26530,Wisconsin,Winnebago,Donald Trump,REP,,True,44.0227,-88.5619,75204.0,953.0,
26540,Wisconsin,Wood,Donald Trump,REP,,True,44.6627,-90.1728,18214.0,514.0,
26555,Wyoming,Albany,Joe Biden,DEM,,True,41.3099,-105.6085,32515.0,683.0,
26561,Wyoming,Big Horn,Donald Trump,REP,,True,44.8357,-108.3919,2322.0,813.0,
26572,Wyoming,Campbell,Donald Trump,REP,,True,44.2752,-105.4982,32513.0,542.0,
26575,Wyoming,Carbon,Donald Trump,REP,,True,41.7849,-107.2265,8716.0,407.0,
26586,Wyoming,Converse,Donald Trump,REP,,True,42.7542,-105.3969,6369.0,376.0,
26592,Wyoming,Crook,Donald Trump,REP,,True,44.4048,-104.3626,1438.0,181.0,
26596,Wyoming,Fremont,Donald Trump,REP,,True,43.0421,-108.4144,10913.0,407.0,
26609,Wyoming,Goshen,Donald Trump,REP,,True,42.0653,-104.1737,6597.0,683.0,
26615,Wyoming,Hot Springs,Donald Trump,REP,,True,43.6479,-108.2139,2747.0,444.0,
26619,Wyoming,Johnson,Donald Trump,REP,,True,44.3427,-106.7139,4606.0,396.0,
26621,Wyoming,Laramie,Donald Trump,REP,,True,41.135,-104.7902,76456.0,767.0,
26630,Wyoming,Lincoln,Donald Trump,REP,,True,41.7761,-110.5555,2758.0,136.0,
26652,Wyoming,Natrona,Donald Trump,REP,,True,42.842,-106.3208,63962.0,847.0,
26667,Wyoming,Niobrara,Donald Trump,REP,,True,42.7613,-104.4584,1589.0,296.0,
26671,Wyoming,Park,Donald Trump,REP,,True,44.5213,-109.0548,9810.0,370.0,
26677,Wyoming,Platte,Donald Trump,REP,,True,42.0517,-104.9595,3543.0,333.0,
26688,Wyoming,Sheridan,Donald Trump,REP,,True,44.7961,-106.9642,17938.0,546.0,
26697,Wyoming,Sublette,Donald Trump,REP,,True,42.8676,-109.8707,2173.0,387.0,
26704,Wyoming,Sweetwater,Donald Trump,REP,,True,41.5947,-109.2209,23238.0,454.0,
26722,Wyoming,Teton,Joe Biden,DEM,,True,43.472,-110.7746,10585.0,1380.0,
26731,Wyoming,Uinta,Donald Trump,REP,,True,41.2602,-110.9646,11727.0,440.0,
26739,Wyoming,Washakie,Donald Trump,REP,,True,44.0025,-107.9544,5112.0,430.0,
26741,Wyoming,Weston,Donald Trump,REP,,True,43.851,-104.2123,3395.0,511.0,
26745,Alabama,Cherokee,Donald Trump,REP,,True,34.1537,-85.6689,3581.0,118.0,
26752,Alabama,Chilton,Donald Trump,REP,,True,32.8444,-86.6233,8719.0,145.0,
26756,Alabama,Choctaw,Donald Trump,REP,,True,32.0965,-88.2108,2902.0,165.0,
26764,Alabama,Clarke,Donald Trump,REP,,True,31.5318,-87.8915,4731.0,116.0,
26772,Alabama,Clay,Donald Trump,REP,,True,33.3129,-85.7508,2501.0,99.0,
26777,Alabama,Cleburne,Donald Trump,REP,,True,33.647,-85.5698,3453.0,82.0,
26782,Alabama,Coffee,Donald Trump,REP,,True,31.3275,-85.8463,28170.0,351.0,
26786,Alabama,Colbert,Donald Trump,REP,,True,34.7432,-87.6343,14379.0,330.0,
26792,Alabama,Conecuh,Donald Trump,REP,,True,31.4342,-86.9723,3591.0,70.0,
26795,Alabama,Coosa,Donald Trump,REP,,True,33.0725,-86.2658,1805.0,28.0,
26805,Alabama,Autauga,Donald Trump,REP,,True,32.4597,-86.4573,36599.0,399.0,
26810,Alabama,Covington,Donald Trump,REP,,True,31.3102,-86.4781,8719.0,171.0,
26824,Alabama,Crenshaw,Donald Trump,REP,,True,31.7186,-86.2687,2742.0,67.0,
26830,Alabama,Cullman,Donald Trump,REP,,True,34.1775,-86.8407,16072.0,286.0,
26844,Alabama,Dale,Donald Trump,REP,,True,31.4508,-85.6473,14350.0,162.0,
26855,Alabama,Dallas,Joe Biden,DEM,,True,32.4166,-87.0336,17762.0,496.0,
26859,Alabama,DeKalb,Donald Trump,REP,,True,34.4559,-85.6965,14063.0,96.0,
26874,Alabama,Elmore,Donald Trump,REP,,True,32.5027,-86.3737,16037.0,438.0,
26885,Alabama,Escambia,Donald Trump,REP,,True,31.0927,-87.4762,9269.0,163.0,
26891,Alabama,Etowah,Donald Trump,REP,,True,34.0086,-86.0157,35224.0,363.0,
26913,Alabama,Fayette,Donald Trump,REP,,True,33.6943,-87.8307,4329.0,195.0,
26917,Alabama,Baldwin,Donald Trump,REP,,True,30.6263,-87.8816,26578.0,540.0,
26937,Alabama,Franklin,Donald Trump,REP,,True,34.5055,-87.7283,9803.0,282.0,
26944,Alabama,Geneva,Donald Trump,REP,,True,31.0437,-85.8763,4292.0,104.0,
26952,Alabama,Greene,Joe Biden,DEM,,True,32.8436,-87.8986,2643.0,85.0,
26956,Alabama,Hale,Joe Biden,DEM,,True,32.9968,-87.6272,3008.0,251.0,
26960,Alabama,Henry,Donald Trump,REP,,True,31.3501,-85.3523,4684.0,59.0,
26964,Alabama,Houston,Donald Trump,REP,,True,31.2336,-85.407,69586.0,294.0,
26976,Alabama,Jackson,Donald Trump,REP,,True,34.6438,-86.0491,14452.0,110.0,
26989,Alabama,Jefferson,Joe Biden,DEM,,True,33.5279,-86.7971,753721.0,553.0,
27032,Alabama,Lamar,Donald Trump,REP,,True,33.7588,-88.1143,2204.0,144.0,
27038,Alabama,Lauderdale,Donald Trump,REP,,True,34.8303,-87.6655,79590.0,591.0,
27046,Alabama,Barbour,Donald Trump,REP,,True,31.9102,-85.1505,11878.0,77.0,
27052,Alabama,Lawrence,Donald Trump,REP,,True,34.4844,-87.2833,3237.0,208.0,
27058,Alabama,Lee,Donald Trump,REP,,True,32.6087,-85.4903,76793.0,417.0,
27062,Alabama,Limestone,Donald Trump,REP,,True,34.7843,-86.9503,26686.0,255.0,
27067,Alabama,Lowndes,Joe Biden,DEM,,True,31.9863,-86.5664,1770.0,120.0,
27074,Alabama,Macon,Joe Biden,DEM,,True,32.4409,-85.7131,8443.0,191.0,
27078,Alabama,Madison,Donald Trump,REP,,True,34.6981,-86.6412,317279.0,353.0,
27090,Alabama,Marengo,Joe Biden,DEM,,True,32.498,-87.8298,6724.0,146.0,
27100,Alabama,Marion,Donald Trump,REP,,True,34.1346,-87.9755,6662.0,67.0,
27108,Alabama,Marshall,Donald Trump,REP,,True,34.2633,-86.2108,21620.0,309.0,
27115,Alabama,Mobile,Donald Trump,REP,,True,30.6782,-88.1162,328610.0,525.0,
27135,Alabama,Bibb,Donald Trump,REP,,True,32.9421,-87.1753,4768.0,209.0,
27139,Alabama,Monroe,Donald Trump,REP,,True,31.5162,-87.3279,5812.0,168.0,
27147,Alabama,Montgomery,Joe Biden,DEM,,True,32.3482,-86.2668,253540.0,480.0,
27149,Alabama,Morgan,Donald Trump,REP,,True,34.5731,-86.9905,69710.0,386.0,
27156,Alabama,Perry,Joe Biden,DEM,,True,32.6318,-87.3172,3196.0,116.0,
27158,Alabama,Pickens,Donald Trump,REP,,True,33.1237,-88.1593,2199.0,185.0,
27167,Alabama,Pike,Donald Trump,REP,,True,31.8021,-85.9664,18995.0,258.0,
27171,Alabama,Randolph,Donald Trump,REP,,True,33.1453,-85.3694,5931.0,122.0,
27178,Alabama,Russell,Joe Biden,DEM,,True,32.4585,-85.0253,36461.0,500.0,
27181,Alabama,St. Clair,Donald Trump,REP,,True,33.561,-86.2669,14081.0,217.0,
27191,Alabama,Shelby,Donald Trump,REP,,True,33.2198,-86.8225,33373.0,509.0,
27215,Alabama,Blount,Donald Trump,REP,,True,33.9394,-86.4932,6550.0,159.0,
27229,Alabama,Sumter,Joe Biden,DEM,,True,32.5982,-88.1891,3286.0,177.0,
27238,Alabama,Talladega,Donald Trump,REP,,True,33.4333,-86.0986,15405.0,228.0,
27249,Alabama,Tallapoosa,Donald Trump,REP,,True,32.9229,-85.9358,14515.0,128.0,
27259,Alabama,Tuscaloosa,Donald Trump,REP,,True,33.2348,-87.5268,149302.0,627.0,
27268,Alabama,Walker,Donald Trump,REP,,True,33.8508,-87.271,13584.0,178.0,
27279,Alabama,Washington,Donald Trump,REP,,True,31.4952,-87.969,1019.0,33.0,
27292,Alabama,Wilcox,Joe Biden,DEM,,True,32.0007,-87.2967,2045.0,188.0,
27298,Alabama,Winston,Donald Trump,REP,,True,34.2331,-87.6175,4139.0,190.0,
27304,Alabama,Bullock,Joe Biden,DEM,,True,32.1395,-85.7141,3465.0,201.0,
27306,Alabama,Butler,Donald Trump,REP,,True,31.8437,-86.638,7478.0,135.0,
27309,Alabama,Calhoun,Donald Trump,REP,,True,33.6712,-85.8135,77690.0,181.0,
27322,Alabama,Chambers,Donald Trump,REP,,True,32.8088,-85.181,9195.0,275.0,
27333,Alaska,ED 10,Donald Trump,REP,,True,,,,,
27334,Alaska,ED 11,Donald Trump,REP,,True,,,,,
27335,Alaska,ED 12,Donald Trump,REP,,True,,,,,
27336,Alaska,ED 13,Donald Trump,REP,,True,,,,,
27337,Alaska,ED 14,Donald Trump,REP,,True,,,,,
27338,Alaska,ED 15,Donald Trump,REP,,True,,,,,
27339,Alaska,ED 16,Joe Biden,DEM,,True,,,,,
27340,Alaska,ED 17,Joe Biden,DEM,,True,,,,,
27341,Alaska,ED 18,Joe Biden,DEM,,True,,,,,
27342,Alaska,ED 19,Joe Biden,DEM,,True,,,,,
27343,Alaska,ED 1,Donald Trump,REP,,True,,,,,
27344,Alaska,ED 20,Joe Biden,DEM,,True,,,,,
27345,Alaska,ED 21,Joe Biden,DEM,,True,,,,,
27346,Alaska,ED 22,Donald Trump,REP,,True,,,,,
27347,Alaska,ED 23,Joe Biden,DEM,,True,,,,,
27348,Alaska,ED 24,Donald Trump,REP,,True,,,,,
27349,Alaska,ED 25,Joe Biden,DEM,,True,,,,,
27350,Alaska,ED 26, Write-ins,WRI,,True,,,,,
27351,Alaska,ED 27, Write-ins,WRI,,True,,,,,
27352,Alaska,ED 28, Write-ins,WRI,,True,,,,,
27353,Alaska,ED 29,Donald Trump,REP,,True,,,,,
27354,Alaska,ED 2,Donald Trump,REP,,True,,,,,
27355,Alaska,ED 30,Donald Trump,REP,,True,,,,,
27356,Alaska,ED 31,Donald Trump,REP,,True,,,,,
27357,Alaska,ED 32,Donald Trump,REP,,True,,,,,
27358,Alaska,ED 33,Joe Biden,DEM,,True,,,,,
27359,Alaska,ED 34,Joe Biden,DEM,,True,,,,,
27360,Alaska,ED 35,Joe Biden,DEM,,True,,,,,
27361,Alaska,ED 36,Donald Trump,REP,,True,,,,,
27362,Alaska,ED 37,Joe Biden,DEM,,True,,,,,
27363,Alaska,ED 38,Joe Biden,DEM,,True,,,,,
27364,Alaska,ED 39,Joe Biden,DEM,,True,,,,,
27365,Alaska,ED 3,Donald Trump,REP,,True,,,,,
27366,Alaska,ED 40,Joe Biden,DEM,,True,,,,,
27367,Alaska,ED 4,Joe Biden,DEM,,True,,,,,
27368,Alaska,ED 5,Joe Biden,DEM,,True,,,,,
27369,Alaska,ED 6,Donald Trump,REP,,True,,,,,
27370,Alaska,ED 7,Donald Trump,REP,,True,,,,,
27371,Alaska,ED 8,Donald Trump,REP,,True,,,,,
27372,Alaska,ED 9,Donald Trump,REP,,True,,,,,
27373,Arkansas,Clark,Donald Trump,REP,,True,34.1253,-93.0729,10670.0,546.0,
27381,Arkansas,Clay,Donald Trump,REP,,True,36.3858,-90.2016,3579.0,257.0,
27393,Arkansas,Cleburne,Donald Trump,REP,,True,35.4995,-92.0292,7156.0,303.0,
27402,Arkansas,Cleveland,Donald Trump,REP,,True,33.9599,-92.1936,1139.0,134.0,
27408,Arkansas,Columbia,Donald Trump,REP,,True,33.2775,-93.2261,11537.0,336.0,
27413,Arkansas,Conway,Donald Trump,REP,,True,35.1558,-92.7387,6638.0,290.0,
27420,Arkansas,Craighead,Donald Trump,REP,,True,35.8212,-90.6791,73631.0,372.0,
27431,Arkansas,Crawford,Donald Trump,REP,,True,35.4483,-94.3528,23600.0,591.0,
27442,Arkansas,Crittenden,Joe Biden,DEM,,True,35.153,-90.1996,24656.0,330.0,
27455,Arkansas,Cross,Donald Trump,REP,,True,35.2322,-90.7897,7773.0,333.0,
27461,Arkansas,Arkansas,Donald Trump,REP,,True,34.4952,-91.5487,8617.0,448.0,
27467,Arkansas,Dallas,Donald Trump,REP,,True,33.8182,-92.4174,3748.0,212.0,
27471,Arkansas,Desha,Joe Biden,DEM,,True,33.8834,-91.4857,3850.0,511.0,
27478,Arkansas,Drew,Donald Trump,REP,,True,33.6257,-91.7934,9392.0,332.0,
27485,Arkansas,Faulkner,Donald Trump,REP,,True,35.0753,-92.4692,73279.0,559.0,
27495,Arkansas,Franklin,Donald Trump,REP,,True,35.4991,-93.8438,3618.0,176.0,
27502,Arkansas,Fulton,Donald Trump,REP,,True,36.4925,-91.5413,1117.0,333.0,
27504,Arkansas,Garland,Donald Trump,REP,,True,34.4892,-93.0501,38697.0,398.0,
27514,Arkansas,Grant,Donald Trump,REP,,True,34.2996,-92.4223,4919.0,157.0,
27519,Arkansas,Greene,Donald Trump,REP,,True,36.0555,-90.5149,28821.0,349.0,
27525,Arkansas,Hempstead,Donald Trump,REP,,True,33.6682,-93.5895,9668.0,349.0,
27536,Arkansas,Ashley,Donald Trump,REP,,True,33.128,-91.9631,4890.0,325.0,
27545,Arkansas,Hot Spring,Donald Trump,REP,,True,34.3734,-92.8205,10886.0,426.0,
27553,Arkansas,Howard,Donald Trump,REP,,True,33.9418,-93.8516,4359.0,307.0,
27558,Arkansas,Independence,Donald Trump,REP,,True,35.7687,-91.6227,10749.0,357.0,
27571,Arkansas,Izard,Donald Trump,REP,,True,36.2218,-91.7396,2692.0,77.0,
27581,Arkansas,Jackson,Donald Trump,REP,,True,35.6234,-91.2322,7552.0,215.0,
27592,Arkansas,Jefferson,Joe Biden,DEM,,True,34.2116,-92.0173,42323.0,369.0,
27600,Arkansas,Johnson,Donald Trump,REP,,True,35.457,-93.4803,9661.0,201.0,
27607,Arkansas,Lafayette,Donald Trump,REP,,True,33.3568,-93.4955,1770.0,223.0,
27611,Arkansas,Lawrence,Donald Trump,REP,,True,36.0848,-90.9467,5104.0,118.0,
27624,Arkansas,Lee,Joe Biden,DEM,,True,34.7736,-90.7674,3472.0,370.0,
27630,Arkansas,Baxter,Donald Trump,REP,,True,36.3351,-92.384,12463.0,402.0,
27641,Arkansas,Lincoln,Donald Trump,REP,,True,33.9408,-91.8399,1762.0,141.0,
27644,Arkansas,Little River,Donald Trump,REP,,True,33.6746,-94.1265,4415.0,238.0,
27651,Arkansas,Logan,Donald Trump,REP,,True,35.1392,-93.9178,3822.0,374.0,
27661,Arkansas,Lonoke,Donald Trump,REP,,True,34.9766,-92.0274,26376.0,492.0,
27672,Arkansas,Madison,Donald Trump,REP,,True,36.0985,-93.7363,2544.0,182.0,
27677,Arkansas,Marion,Donald Trump,REP,,True,36.3748,-92.5902,1811.0,142.0,
27683,Arkansas,Miller,Donald Trump,REP,,True,33.436,-93.9959,29864.0,274.0,
27687,Arkansas,Mississippi,Donald Trump,REP,,True,35.9321,-89.9051,13735.0,255.0,
27705,Arkansas,Monroe,Donald Trump,REP,,True,34.89,-91.1902,2661.0,180.0,
27711,Arkansas,Montgomery,Donald Trump,REP,,True,34.5509,-93.6309,1160.0,285.0,
27717,Arkansas,Benton,Donald Trump,REP,,True,36.317,-94.1531,67787.0,672.0,
27739,Arkansas,Nevada,Donald Trump,REP,,True,33.8056,-93.3909,2995.0,179.0,
27746,Arkansas,Newton,Donald Trump,REP,,True,36.0124,-93.1874,811.0,328.0,
27751,Arkansas,Ouachita,Donald Trump,REP,,True,33.5672,-92.8467,10877.0,254.0,
27758,Arkansas,Perry,Donald Trump,REP,,True,35.012,-92.803,1449.0,131.0,
27766,Arkansas,Phillips,Joe Biden,DEM,,True,34.5313,-90.6201,10487.0,309.0,
27771,Arkansas,Pike,Donald Trump,REP,,True,34.3278,-93.5308,1979.0,85.0,
27778,Arkansas,Poinsett,Donald Trump,REP,,True,35.677,-90.5259,7000.0,465.0,
27788,Arkansas,Polk,Donald Trump,REP,,True,34.5812,-94.2369,5524.0,309.0,
27796,Arkansas,Pope,Donald Trump,REP,,True,35.2762,-93.1383,29227.0,398.0,
27804,Arkansas,Prairie,Donald Trump,REP,,True,34.7964,-91.5714,1724.0,189.0,
27809,Arkansas,Boone,Donald Trump,REP,,True,36.2438,-93.1198,13124.0,452.0,
27820,Arkansas,Pulaski,Joe Biden,DEM,,True,34.7256,-92.3577,446814.0,637.0,
27836,Arkansas,Randolph,Donald Trump,REP,,True,36.2635,-90.9706,6582.0,336.0,
27843,Arkansas,St. Francis,Joe Biden,DEM,,True,35.0135,-90.7931,14062.0,268.0,
27852,Arkansas,Saline,Donald Trump,REP,,True,34.5776,-92.5713,36360.0,613.0,
27863,Arkansas,Scott,Donald Trump,REP,,True,34.9022,-94.0953,3379.0,231.0,
27866,Arkansas,Searcy,Donald Trump,REP,,True,35.9084,-92.6459,1327.0,125.0,
27872,Arkansas,Sebastian,Donald Trump,REP,,True,35.3495,-94.3695,125306.0,529.0,
27882,Arkansas,Sevier,Donald Trump,REP,,True,34.0426,-94.342,6499.0,418.0,
27887,Arkansas,Sharp,Donald Trump,REP,,True,36.2959,-91.5696,4883.0,92.0,
27896,Arkansas,Stone,Donald Trump,REP,,True,35.8635,-92.1041,2877.0,152.0,
27900,Arkansas,Bradley,Donald Trump,REP,,True,33.6113,-92.0678,5596.0,307.0,
27903,Arkansas,Union,Donald Trump,REP,,True,33.2184,-92.664,17826.0,424.0,
27914,Arkansas,Van Buren,Donald Trump,REP,,True,35.5798,-92.4543,2538.0,72.0,
27920,Arkansas,Washington,Donald Trump,REP,,True,36.0714,-94.1661,350995.0,617.0,
27938,Arkansas,White,Donald Trump,REP,,True,35.2418,-91.7351,23673.0,499.0,
27956,Arkansas,Woodruff,Donald Trump,REP,,True,35.2865,-91.3614,2244.0,418.0,
27962,Arkansas,Yell,Donald Trump,REP,,True,35.2263,-93.1649,4541.0,481.0,
27971,Arkansas,Calhoun,Donald Trump,REP,,True,33.5347,-92.4667,1645.0,193.0,
27975,Arkansas,Carroll,Donald Trump,REP,,True,36.371,-93.5704,5594.0,351.0,
27983,Arkansas,Chicot,Joe Biden,DEM,,True,33.5271,-91.4323,2807.0,316.0,
27986,California,Fresno,Joe Biden,DEM,,True,36.783,-119.7939,702486.0,1763.0,
28031,California,Glenn,Donald Trump,REP,,True,39.7461,-122.1856,7843.0,1013.0,
28036,California,Humboldt,Joe Biden,DEM,,True,40.7943,-124.1564,26938.0,1090.0,
28076,California,Imperial,Joe Biden,DEM,,True,32.7865,-115.5595,110434.0,1430.0,
28094,California,Inyo,Joe Biden,DEM,,True,37.3665,-118.3958,3747.0,776.0,
28113,California,Kern,Donald Trump,REP,,True,35.3529,-119.0359,556892.0,979.0,
28198,California,Kings,Donald Trump,REP,,True,36.3274,-119.6549,95459.0,1272.0,
28209,California,Lake,Joe Biden,DEM,,True,38.9589,-122.633,15329.0,584.0,
28223,California,Lassen,Donald Trump,REP,,True,40.4206,-120.6132,14922.0,727.0,
28239,California,Los Angeles,Joe Biden,DEM,,True,34.1141,-118.4068,12531334.0,3267.0,
28380,California,Alameda,Joe Biden,DEM,,True,37.7904,-122.2166,422575.0,2917.0,
28400,California,Madera,Donald Trump,REP,,True,36.963,-120.0778,80218.0,1536.0,
28416,California,Marin,Joe Biden,DEM,,True,37.9905,-122.5221,59178.0,1377.0,
28447,California,Mariposa,Donald Trump,REP,,True,37.659,-120.3329,1465.0,30.0,
28463,California,Mendocino,Joe Biden,DEM,,True,39.1464,-123.2105,15963.0,1288.0,
28486,California,Merced,Joe Biden,DEM,,True,37.3057,-120.4779,147690.0,1396.0,
28510,California,Modoc,Donald Trump,REP,,True,41.4898,-120.5516,2550.0,347.0,
28522,California,Mono,Joe Biden,DEM,,True,37.6273,-118.99,8263.0,128.0,
28537,California,Monterey,Joe Biden,DEM,,True,36.6883,-121.6317,190345.0,2564.0,
28566,California,Napa,Joe Biden,DEM,,True,38.2975,-122.301,85372.0,1675.0,
28577,California,Nevada,Joe Biden,DEM,,True,39.3455,-120.1848,16666.0,199.0,
28591,California,Alpine,Joe Biden,DEM,,True,38.8102,-119.8033,211.0,16.0,
28595,California,Orange,Joe Biden,DEM,,True,33.6096,-117.6551,600802.0,2091.0,
28640,California,Placer,Donald Trump,REP,,True,38.7703,-121.3196,138860.0,1216.0,
28662,California,Plumas,Donald Trump,REP,,True,39.9165,-120.9189,2279.0,72.0,
28697,California,Riverside,Joe Biden,DEM,,True,33.9381,-117.3949,2112239.0,1556.0,
28770,California,Sacramento,Joe Biden,DEM,,True,38.5677,-121.4685,1882358.0,1971.0,
28804,California,San Benito,Joe Biden,DEM,,True,36.8555,-121.3986,40100.0,1944.0,
28809,California,San Bernardino,Joe Biden,DEM,,True,34.5277,-117.3536,350275.0,644.0,
28861,California,San Diego,Joe Biden,DEM,,True,32.8313,-117.1222,3178495.0,1675.0,
28917,California,San Francisco,Joe Biden,DEM,,True,37.7558,-122.4449,3557982.0,7199.0,
28918,California,San Joaquin,Joe Biden,DEM,,True,37.9765,-121.3109,394919.0,1930.0,
28946,California,Amador,Donald Trump,REP,,True,38.3613,-120.9422,7861.0,662.0,
28965,California,San Luis Obispo,Joe Biden,DEM,,True,35.6394,-120.656,67696.0,618.0,
28994,California,San Mateo,Joe Biden,DEM,,True,37.6862,-122.4685,107197.0,5418.0,
29027,California,Santa Barbara,Joe Biden,DEM,,True,34.4285,-119.7202,205215.0,1799.0,
29055,California,Santa Clara,Joe Biden,DEM,,True,37.3012,-121.848,1797166.0,2229.0,
29078,California,Santa Cruz,Joe Biden,DEM,,True,36.9789,-122.0346,165933.0,1970.0,
29108,California,Shasta,Donald Trump,REP,,True,40.5698,-122.365,120370.0,595.0,
29140,California,Sierra,Donald Trump,REP,,True,39.6768,-120.2448,1065.0,114.9,
29151,California,Siskiyou,Donald Trump,REP,,True,41.7291,-122.6312,7589.0,293.0,
29172,California,Solano,Joe Biden,DEM,,True,38.1125,-122.2342,177255.0,1539.0,
29183,California,Sonoma,Joe Biden,DEM,,True,38.4458,-122.7067,313875.0,1619.0,
29219,California,Butte,Joe Biden,DEM,,True,39.7578,-121.8161,113201.0,1116.0,
29249,California,Stanislaus,Joe Biden,DEM,,True,37.6375,-121.0028,376717.0,1923.0,
29282,California,Sutter,Donald Trump,REP,,True,39.1357,-121.6383,124815.0,1718.0,
29290,California,Tehama,Donald Trump,REP,,True,40.1735,-122.2413,14091.0,719.0,
29306,California,Trinity,Donald Trump,REP,,True,40.7407,-122.929,3308.0,99.0,
29320,California,Tulare,Donald Trump,REP,,True,36.3276,-119.3269,235184.0,1354.0,
29380,California,Tuolumne,Donald Trump,REP,,True,37.9819,-120.3828,4832.0,589.0,
29397,California,Ventura,Joe Biden,DEM,,True,34.1964,-119.1815,378990.0,3023.0,
